bin,brand,type,category,issuer,alpha_2,alpha_3,country,latitude,longitude,bank_phone,bank_url
377828,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS COMPANY,CL,CHL,Chile,-35.6751,-71.543,1-800-528-4800,https://www.americanexpress.com/
402365,VISA,DEBIT,ELECTRON,BANCO DEL DESARROLLO,CL,CHL,Chile,-35.6751,-71.543,,
402366,VISA,DEBIT,ELECTRON,BANCO DEL DESARROLLO,CL,CHL,Chile,-35.6751,-71.543,,
403351,VISA,CREDIT,CORPORATE T&E,BANCO DE CREDITO E INVERSIONES,CL,CHL,Chile,-35.6751,-71.543,,
407300,VISA,CREDIT,GOLD PREMIUM,BANCO SECURITY,CL,CHL,Chile,-35.6751,-71.543,2258 44060,personas.bancosecurity.cl/
407301,VISA,DEBIT,ELECTRON,BANCO SECURITY,CL,CHL,Chile,-35.6751,-71.543,2258 44060,personas.bancosecurity.cl/
407401,VISA,CREDIT,CORPORATE T&E,BANCO DE CHILE,CL,CHL,Chile,-35.6751,-71.543,600 637 3737,ww3.bancochile.cl
409320,VISA,CREDIT,INFINITE,BANCO BICE,CL,CHL,Chile,-35.6751,-71.543,2 26 92 24 00,www.bice.cl
409674,VISA,DEBIT,CLASSIC,BANCO BICE,CL,CHL,Chile,-35.6751,-71.543,2 26 92 24 00,www.bice.cl
409767,VISA,DEBIT,CLASSIC,BANCO FALABELLA,CL,CHL,Chile,-35.6751,-71.543,315878000,www.bancofalabella.com.co/home
410406,VISA,CREDIT,CLASSIC,BANCO FALABELLA,CL,CHL,Chile,-35.6751,-71.543,315878000,www.bancofalabella.com.co/home
410407,VISA,CREDIT,PREMIER,BANCO FALABELLA,CL,CHL,Chile,-35.6751,-71.543,315878000,www.bancofalabella.com.co/home
410530,VISA,CREDIT,PREMIER,SCOTIABANK CHILE,CL,CHL,Chile,-35.6751,-71.543,600 670 0500,www.scotiabankchile.cl
410886,VISA,CREDIT,CLASSIC,BANCO SANTANDER CHILE,CL,CHL,Chile,-35.6751,-71.543,,
414756,VISA,CREDIT,SIGNATURE,BANCO DE CREDITO E INVERSIONES,CL,CHL,Chile,-35.6751,-71.543,,
415280,VISA,CREDIT,CLASSIC,BANCO SANTANDER CHILE,CL,CHL,Chile,-35.6751,-71.543,,
415281,VISA,CREDIT,PREMIER,BANCO SANTANDER CHILE,CL,CHL,Chile,-35.6751,-71.543,,
415282,VISA,CREDIT,CLASSIC,BANCO DE CHILE,CL,CHL,Chile,-35.6751,-71.543,600 637 3737,ww3.bancochile.cl
415283,VISA,CREDIT,PREMIER,BANCO DE CHILE,CL,CHL,Chile,-35.6751,-71.543,600 637 3737,ww3.bancochile.cl
419189,VISA,CREDIT,PLATINUM,ITAU,CL,CHL,Chile,-35.6751,-71.543,,
421100,VISA,CREDIT,PLATINUM,CORP BANCA,CL,CHL,Chile,-35.6751,-71.543,600 600 8686,www.corpbanca.cl/
421401,VISA,CREDIT,PLATINUM,SCOTIABANK CHILE,CL,CHL,Chile,-35.6751,-71.543,600 670 0500,www.scotiabankchile.cl
421413,VISA,DEBIT,CLASSIC,BANCO FALABELLA,CL,CHL,Chile,-35.6751,-71.543,315878000,www.bancofalabella.com.co/home
421917,VISA,CREDIT,CLASSIC,"BANCO BILBAO VIZCAYA ARGENTARIA, CHILE",CL,CHL,Chile,-35.6751,-71.543,600 600 1100,www.scotiabankchile.cl
422038,VISA,CREDIT,CLASSIC,BANCO DE CREDITO E INVERSIONES,CL,CHL,Chile,-35.6751,-71.543,,
422764,VISA,CREDIT,CLASSIC,BANCO SANTANDER CHILE,CL,CHL,Chile,-35.6751,-71.543,,
422766,VISA,CREDIT,CLASSIC,BANCO DE CHILE,CL,CHL,Chile,-35.6751,-71.543,600 637 3737,ww3.bancochile.cl
422777,VISA,CREDIT,CLASSIC,BANCO DE CHILE,CL,CHL,Chile,-35.6751,-71.543,600 637 3737,ww3.bancochile.cl
